date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2020-08-22,34,26,0,13.1,8,20,22,34,34,30,8,27,63,3.3,1003,34,10,225,5
2020-08-23,35,28,0,12,7,28,22,35,35,31,11,43,59,2,1001,35,10,167,8
2020-08-24,36,28,0,9.4,7,35,23,36,36,32,11,48,61,0.7,1001,36,10,204,8
2020-08-25,33,28,0,8.2,7,42,24,35,35,30,17,55,69,17.5,1002,33,9,144,11
2020-08-26,33,27,0,13,7,50,23,34,34,30,15,55,69,15.8,1003,33,9,130,10
2020-08-27,26,18,0,8.1,5,57,22,26,26,24,17,65,83,43,1004,26,7,49,10
2020-08-28,32,23,0,9.4,6,64,21,31,31,28,8,57,69,2.1,1002,32,9,129,6
2020-08-29,34,26,0,13,8,71,21,33,33,30,8,16,60,0,1002,34,10,155,5
2020-08-30,36,27,0,12.9,8,79,21,34,34,31,9,8,56,0,1002,36,10,143,6
2020-08-31,28,18,0,9.4,6,82,22,27,27,25,21,66,79,59.3,1005,28,6,262,12
2020-09-01,24,23,0,8.1,5,97,20,25,25,23,18,79,83,15.3,1007,24,9,328,11
2020-09-02,32,23,0,8.1,6,100,22,31,31,27,9,77,72,14,1007,32,9,208,5
2020-09-03,34,26,0,12.9,7,88,22,33,33,30,6,48,64,5.8,1008,34,10,179,4
2020-09-04,31,27,0,11.9,6,81,22,32,32,28,12,39,69,11,1007,31,9,153,7
2020-09-05,34,26,0,12.8,8,73,21,32,32,30,6,13,61,0,1005,34,10,167,4
2020-09-06,34,26,0,12.8,8,66,21,33,33,30,8,14,58,0,1004,34,10,222,6
2020-09-07,34,25,0,12.8,7,58,21,33,33,30,12,32,58,1.2,1005,34,10,283,9
2020-09-08,36,29,0,12.8,8,50,19,35,35,33,9,5,44,0,1006,36,10,253,7
2020-09-09,36,26,0,12.8,8,43,19,33,33,31,11,15,48,0.1,1005,36,10,218,8
2020-09-10,36,27,0,12.7,8,35,18,33,33,31,10,4,46,0,1002,36,10,267,7
2020-09-11,37,26,0,12.7,8,28,18,33,33,31,11,5,46,0,1003,37,10,231,8
2020-09-12,37,27,0,12.7,8,20,18,33,33,32,11,4,45,0,1006,37,10,243,8
2020-09-13,37,27,0,12.7,8,13,17,33,33,32,11,4,43,0,1005,37,10,144,8
2020-09-14,38,27,0,12.6,8,5,17,33,33,32,12,3,42,0,1004,38,10,194,8
2020-09-15,39,28,0,12.6,9,0,17,36,36,34,11,2,40,0,1004,39,10,236,7
2020-09-16,39,29,0,12.6,9,0,16,35,35,33,12,1,37,0,1004,39,10,234,8
2020-09-17,38,27,0,12.6,9,0,15,33,33,32,12,1,36,0,1003,38,10,291,8
2020-09-18,38,27,0,12.6,9,2,15,35,35,33,11,2,35,0,1002,38,10,254,8
2020-09-19,38,29,0,12.5,9,10,14,33,33,33,11,2,32,0,1003,38,10,251,8
2020-09-20,38,26,0,12.5,9,17,11,32,32,32,13,2,29,0,1002,38,10,285,8
2020-09-21,40,26,0,12.5,9,25,11,33,33,33,11,0,28,0,1001,40,10,256,7
2020-09-22,38,26,0,12.5,9,32,11,33,33,32,13,0,28,0,1002,38,10,263,8
2020-09-23,38,26,0,12.5,8,40,11,31,31,31,13,0,29,0,1002,38,10,251,9
2020-09-24,38,25,0,12.4,9,47,11,31,31,31,13,1,28,0,1003,38,10,271,8
2020-09-25,37,26,0,12.4,8,55,11,32,32,32,14,3,29,0,1002,37,10,152,8
2020-09-26,35,24,0,11.6,8,62,10,30,30,30,21,16,31,0,1003,35,10,138,13
2020-09-27,34,23,0,8.8,7,70,10,30,30,29,16,35,33,1.3,1007,34,10,145,10
2020-09-28,36,24,0,11.6,8,78,12,31,31,30,10,2,34,0,1008,36,10,262,7
2020-09-29,36,25,0,8.7,8,85,12,31,31,31,10,1,33,0,1007,36,10,242,7
2020-09-30,35,25,0,8.7,8,93,10,31,31,31,10,5,30,0,1006,35,10,150,6
2020-10-01,34,23,0,8.7,8,97,9,28,28,29,15,2,28,0,1006,34,10,309,10
2020-10-02,36,24,0,8.7,8,100,7,29,29,29,13,0,26,0,1006,36,10,287,8
2020-10-03,36,23,0,8.7,8,89,8,29,29,29,12,0,28,0,1007,36,10,275,8
2020-10-04,36,23,0,8.7,8,82,7,31,31,31,12,0,25,0,1008,36,10,266,7
2020-10-05,35,23,0,8.7,8,74,6,30,30,30,13,0,25,0,1008,35,10,293,8
2020-10-06,37,23,0,8.7,8,67,6,30,30,31,11,0,24,0,1008,37,10,261,6
2020-10-07,37,23,0,8.7,8,60,6,30,30,30,12,0,23,0,1009,37,10,253,7
2020-10-08,36,23,0,8.7,8,53,7,30,30,31,11,0,25,0,1010,36,10,268,7
2020-10-09,36,23,0,8.7,8,45,8,31,31,31,10,0,27,0,1010,36,10,241,6
2020-10-10,36,23,0,8.7,8,38,7,29,29,29,13,0,26,0,1009,36,10,283,8
2020-10-11,36,23,0,8.7,8,31,7,30,30,30,12,0,25,0,1007,36,10,282,8
2020-10-12,37,23,0,8.7,8,23,7,30,30,30,12,0,25,0,1006,37,10,231,8
2020-10-13,34,24,0,8.7,8,16,5,28,28,28,14,1,24,0,1008,34,10,314,10
2020-10-14,33,22,0,8.7,8,9,4,26,26,27,15,0,24,0,1009,33,10,298,10
2020-10-15,34,22,0,8.7,8,2,4,27,27,28,12,0,23,0,1009,34,10,275,8
2020-10-16,35,22,0,8.7,8,0,5,28,28,28,11,0,24,0,1008,35,10,265,7
2020-10-17,35,22,0,8.7,8,0,5,29,29,29,11,0,25,0,1009,35,10,205,7
